Variable,Description
Q57_5pct,Sexual orientation - % I would prefer not to say
Q58_1pct,Religion - % No religion
Q58_2pct,Religion - % Buddhist
Q58_3pct,Religion - % Christian
Q58_4pct,Religion - % Hindu
Q58_5pct,Religion - % Jewish
Q58_6pct,Religion - % Muslim
Q58_7pct,Religion - % Sikh
Q58_8pct,Religion - % Other
Q58_9pct,Religion - % I would prefer not to say
Q1ci_lower_wil,95% confidence interval around % who have last seen or spoke to a GP in the last six months (lower)
Q1ci_upper_wil,95% confidence interval around % who have last seen or spoke to a GP in the last six months (upper)
Q2ci_lower_wil,95% confidence interval around % who have last seen or spoke to a nurse in the last six months (lower)
Q2ci_upper_wil,95% confidence interval around % who have last seen or spoke to a nurse in the last six months (upper)
Q3ci_lower_wil,95% confidence interval around % who say it was easy getting through to someone at GP surgery on the phone (lower)
Q3ci_upper_wil,95% confidence interval around % who say it was easy getting through to someone at GP surgery on the phone (upper)
Q4ci_lower_wil,95% confidence interval around % who found receptionists at GP surgery helpful (lower)
Q4ci_upper_wil,95% confidence interval around % who found receptionists at GP surgery helpful (upper)
Q8ci_lower_wil,95% confidence interval around % who say they have a preferred GP (lower)
Q8ci_upper_wil,95% confidence interval around % who say they have a preferred GP (upper)
Q9ci_lower_wil,"95% confidence interval around % who see their preferred doctor always, almost always or a lot of the time (lower)"
Q9ci_upper_wil,"95% confidence interval around % who see their preferred doctor always, almost always or a lot of the time (upper)"
Q12ci_lower_wil,95% confidence interval around % who were able to get an appointment to see or speak to someone (lower)
Q12ci_upper_wil,95% confidence interval around % who were able to get an appointment to see or speak to someone (upper)
Q13_New_1ci_lower_wil,95% confidence interval around % who got an appointment to see a GP at their surgery (lower)
Q13_New_1ci_upper_wil,95% confidence interval around % who got an appointment to see a GP at their surgery (upper)
Q13_New_2ci_lower_wil,95% confidence interval around % who got an appointment to see a nurse at their surgery (lower)
Q13_New_2ci_upper_wil,95% confidence interval around % who got an appointment to see a nurse at their surgery (upper)
Q13_New_3ci_lower_wil,95% confidence interval around % who got an appointment to speak to a GP on the phone (lower)
Q13_New_3ci_upper_wil,95% confidence interval around % who got an appointment to speak to a GP on the phone (upper)
Q13_New_4ci_lower_wil,95% confidence interval around % who got an appointment to speak to a nurse on the phone (lower)
Q13_New_4ci_upper_wil,95% confidence interval around % who got an appointment to speak to a nurse on the phone (upper)
Q13_New_5ci_lower_wil,95% confidence interval around % who got an appointment to see a GP or nurse at another surgery (lower)
Q13_New_5ci_upper_wil,95% confidence interval around % who got an appointment to see a GP or nurse at another surgery (upper)
Q13_New_6ci_lower_wil,"95% confidence interval around % who got an appointment to speak to a GP or nurse online, for example using Skype (lower)"
Q13_New_6ci_upper_wil,"95% confidence interval around % who got an appointment to speak to a GP or nurse online, for example using Skype (upper)"
Q13_New_7ci_lower_wil,95% confidence interval around % who got an appointment for someone to visit at home (lower)
Q13_New_7ci_upper_wil,95% confidence interval around % who got an appointment for someone to visit at home (upper)
Q15ci_lower_wil,95% confidence interval around % who found appointment convenient (lower)
Q15ci_upper_wil,95% confidence interval around % who found appointment convenient (upper)
Q15rebaseci_lower_wil,95% confidence interval around % who found appointment convenient (rebased to include those who were unable to get an appointment) (lower)
Q15rebaseci_upper_wil,95% confidence interval around % who found appointment convenient (rebased to include those who were unable to get an appointment) (upper)
Q17_New_1ci_lower_wil,95% confidence interval around % who say went to the appointment they was offered (lower)
Q17_New_1ci_upper_wil,95% confidence interval around % who say went to the appointment they was offered (upper)
Q17_New_2ci_lower_wil,95% confidence interval around % who say got an appointment for a different day (lower)
Q17_New_2ci_upper_wil,95% confidence interval around % who say got an appointment for a different day (upper)
Q17_New_3ci_lower_wil,95% confidence interval around % who say had a consultation over the phone (lower)
Q17_New_3ci_upper_wil,95% confidence interval around % who say had a consultation over the phone (upper)
Q17_New_4ci_lower_wil,95% confidence interval around % who say went to A&E / a walk-in centre (lower)
Q17_New_4ci_upper_wil,95% confidence interval around % who say went to A&E / a walk-in centre (upper)
Q17_New_5ci_lower_wil,95% confidence interval around % who say saw a pharmacist (lower)
Q17_New_5ci_upper_wil,95% confidence interval around % who say saw a pharmacist (upper)
Q17_New_6ci_lower_wil,95% confidence interval around % who say used another NHS service (lower)
Q17_New_6ci_upper_wil,95% confidence interval around % who say used another NHS service (upper)
Q17_New_7ci_lower_wil,95% confidence interval around % who say decided to contact their surgery another time (lower)
Q17_New_7ci_upper_wil,95% confidence interval around % who say decided to contact their surgery another time (upper)
Q17_New_8ci_lower_wil,95% confidence interval around % who say didn't see or speak to anyone (lower)
Q17_New_8ci_upper_wil,95% confidence interval around % who say didn't see or speak to anyone (upper)
Q18ci_lower_wil,95% confidence interval around % who found the overall experience of making an appointment good (lower)
Q18ci_upper_wil,95% confidence interval around % who found the overall experience of making an appointment good (upper)
Q21aci_lower_wil,95% confidence interval around % who rated the GP as good on giving enough time (lower)
Q21aci_upper_wil,95% confidence interval around % who rated the GP as good on giving enough time (upper)
Q21bci_lower_wil,95% confidence interval around % who rated the GP as good at listening to them (lower)
Q21bci_upper_wil,95% confidence interval around % who rated the GP as good at listening to them (upper)
Q21cci_lower_wil,95% confidence interval around % who rated the GP as good at explaining tests and treatments (lower)
Q21cci_upper_wil,95% confidence interval around % who rated the GP as good at explaining tests and treatments (upper)
Q21dci_lower_wil,95% confidence interval around % who rated the GP as good at involving them in decisions about their care (lower)
Q21dci_upper_wil,95% confidence interval around % who rated the GP as good at involving them in decisions about their care (upper)
Q21eci_lower_wil,95% confidence interval around % who rated the GP as good at treating them with care and concern (lower)
Q21eci_upper_wil,95% confidence interval around % who rated the GP as good at treating them with care and concern (upper)
Q22ci_lower_wil,95% confidence interval around % who say they have confidence and trust in GP (lower)
Q22ci_upper_wil,95% confidence interval around % who say they have confidence and trust in GP (upper)
Q23aci_lower_wil,95% confidence interval around % who rated the nurse as good on giving enough time (lower)
Q23aci_upper_wil,95% confidence interval around % who rated the nurse as good on giving enough time (upper)
Q23bci_lower_wil,95% confidence interval around % who rated the nurse as good at listening to them (lower)
Q23bci_upper_wil,95% confidence interval around % who rated the nurse as good at listening to them (upper)
Q23cci_lower_wil,95% confidence interval around % who rated the nurse as good at explaining tests and treatments (lower)
Q23cci_upper_wil,95% confidence interval around % who rated the nurse as good at explaining tests and treatments (upper)
Q23dci_lower_wil,95% confidence interval around % who rated the nurse as good at involving them in decisions about their care (lower)
Q23dci_upper_wil,95% confidence interval around % who rated the nurse as good at involving them in decisions about their care (upper)
Q23eci_lower_wil,95% confidence interval around % who rated the nurse as good at treating them with care and concern (lower)
Q23eci_upper_wil,95% confidence interval around % who rated the nurse as good at treating them with care and concern (upper)
Q24ci_lower_wil,95% confidence interval around % who say they have confidence and trust in nurse (lower)
Q24ci_upper_wil,95% confidence interval around % who say they have confidence and trust in nurse (upper)
Q25ci_lower_wil,95% confidence interval around % who say they are satisfied with opening hours (lower)
Q25ci_upper_wil,95% confidence interval around % who say they are satisfied with opening hours (upper)
Q26ci_lower_wil,95% confidence interval around % who say their GP surgery is currently open at times that are convenient for them (lower)
Q26ci_upper_wil,95% confidence interval around % who say their GP surgery is currently open at times that are convenient for them (upper)
Q28ci_lower_wil,95% confidence interval around % who say their overall experience of the GP surgery is good (lower)
Q28ci_upper_wil,95% confidence interval around % who say their overall experience of the GP surgery is good (upper)
Q29ci_lower_wil,95% confidence interval around % who say they would recommend the GP surgery to someone who has just moved to the local area (lower)
Q29ci_upper_wil,95% confidence interval around % who say they would recommend the GP surgery to someone who has just moved to the local area (upper)
Q30_recoded_ci_lower_wil,95% confidence interval around % who say they have a long-standing health condition (lower)
Q30_recoded_ci_upper_wil,95% confidence interval around % who say they have a long-standing health condition (upper)
Q32ci_lower_wil,95% confidence interval around % who say they have had enough support in the last 6 months from local services/organisations to help manage long-term conditions (lower)
Q32ci_upper_wil,95% confidence interval around % who say they have had enough support in the last 6 months from local services/organisations to help manage long-term conditions (upper)
Q33ci_lower_wil,95% confidence interval around % who say they are confident in managing their own health (lower)
Q33ci_upper_wil,95% confidence interval around % who say they are confident in managing their own health (upper)
Q35ci_lower_wil,95% confidence interval around % who say their activities are limited today due to recent illness or injury (lower)
Q35ci_upper_wil,95% confidence interval around % who say their activities are limited today due to recent illness or injury (upper)
Q59ci_lower_wil,95% confidence interval around % who have a written care plan (lower)
Q59ci_upper_wil,95% confidence interval around % who have a written care plan (upper)
Q60ci_lower_wil,95% confidence interval around % who say they helped put their written care plan together (lower)
Q60ci_upper_wil,95% confidence interval around % who say they helped put their written care plan together (upper)
Q61ci_lower_wil,95% confidence interval around % who say they use their written care plan to help manage their health day to day (lower)
Q61ci_upper_wil,95% confidence interval around % who say they use their written care plan to help manage their health day to day (upper)
Q62ci_lower_wil,"95% confidence interval around % who say their GP, nurse or other health professional reviews their written care plan regularly (lower)"
Q62ci_upper_wil,"95% confidence interval around % who say their GP, nurse or other health professional reviews their written care plan regularly (upper)"
Q66ci_lower_wil,"95% confidence interval around % who say In the past 6 months, they have contacted an NHS service when they wanted to see a GP but your GP surgery was closed (lower)"
Q66ci_upper_wil,"95% confidence interval around % who say In the past 6 months, they have contacted an NHS service when they wanted to see a GP but your GP surgery was closed (upper)"
Q68ci_lower_wil,95% confidence interval around % who say how do they feel about how quickly they received care or advice on that occasion (lower)
Q68ci_upper_wil,95% confidence interval around % who say how do they feel about how quickly they received care or advice on that occasion (upper)
Q69ci_lower_wil,95% confidence interval around % who say they have confidence and trust in out-of-hours clinician (lower)
Q69ci_upper_wil,95% confidence interval around % who say they have confidence and trust in out-of-hours clinician (upper)
Q70ci_lower_wil,95% confidence interval around % who say their overall experience of out-of-hours GP services was good (upper)
Q70ci_upper_wil,95% confidence interval around % who say their overall experience of out-of-hours GP services was good (lower)
