Variable,Description
Q67_6,"Considering all of the services you contacted, which of the following happened on that occasion?.....I went to another NHS service"
Q67_7,"Considering all of the services you contacted, which of the following happened on that occasion?.....Can’t remember"
q68base,How do you feel about how quickly you received care or advice on that occasion? Total responses
Q68_1,How do you feel about how quickly you received care or advice on that occasion?- It was about right
Q68_2,How do you feel about how quickly you received care or advice on that occasion? - It took too long
Q68_3,How do you feel about how quickly you received care or advice on that occasion? - Don't know / doesn't apply
Q68_12,How do you feel about how quickly you received care or advice on that occasion? -  Base for summary result - Total responses excluding 'don't know / doesn't apply'
q69base,Confidence and trust in the person they saw or spoke to on that occasion - Total responses
Q69_1,"Confidence and trust in the person they saw or spoke to on that occasion - Yes, definitely"
Q69_2,"Confidence and trust in the person they saw or spoke to on that occasion - Yes, to some extent"
Q69_3,"Confidence and trust in the person they saw or spoke to on that occasion - No, not at all"
Q69_4,Confidence and trust in the person they saw or spoke to on that occasion - Don't know / can't say
Q69_123base,Confidence and trust in the person they saw or spoke to on that occasion - Base for summary result - Total responses excluding 'don't know / can't say'
q69_12,"Confidence and trust in the person they saw or spoke to on that occasion - Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent', to be used with base excluding 'don't know / can't say')"
q70base,Overall experience of NHS services when GP practice was closed - Total responses
Q70_1,Overall experience of NHS services when GP practice was closed - Very good
Q70_2,Overall experience of NHS services when GP practice was closed - Fairly good
Q70_3,Overall experience of NHS services when GP practice was closed - Neither good nor poor
Q70_4,Overall experience of NHS services when GP practice was closed - Fairly poor
Q70_5,Overall experience of NHS services when GP practice was closed - Very poor
Q70_6,Overall experience of NHS services when GP practice was closed - Don't know / can't say
Q70_12345base,Overall experience of NHS services when GP practice was closed - Base for summary result - Total responses excluding 'don't know / can't say'
q70_12,"Overall experience of NHS services when GP practice was closed - Summary result - Good (Combined 'very good' and 'fairly good' responses, to be used with base excluding 'don't know / can't say')"
q42base,When did you last try to get an NHS dental appointment for yourself? - Total responses
q42_1,When did you last try to get an NHS dental appointment for yourself? - In the last 3 months
q42_2,When did you last try to get an NHS dental appointment for yourself? - Between 3 and 6 months ago
q42_3,When did you last try to get an NHS dental appointment for yourself? - Between 6 months and a year ago
q42_4,When did you last try to get an NHS dental appointment for yourself? - Between 1 and 2 years ago
q42_5,When did you last try to get an NHS dental appointment for yourself? - More than 2 years ago
q42_6,When did you last try to get an NHS dental appointment for yourself? - I have never tried to get an NHS dental appointment
q43base,Was appointment with a dental practice you had been to before for NHS dental care? - Total responses
q43_1,Was appointment with a dental practice you had been to before for NHS dental care? - Yes
q43_2,Was appointment with a dental practice you had been to before for NHS dental care? - No
q43_3,Was appointment with a dental practice you had been to before for NHS dental care? - Can't remember
q44base,Were you successful in getting an NHS dental appointment? - Total responses
q44_1,Were you successful in getting an NHS dental appointment? - Yes
q44_2,Were you successful in getting an NHS dental appointment? - No
q44_3,Were you successful in getting an NHS dental appointment? - Can't remember
q45base,Overall experience of NHS dental services - Total responses
q45_1,Overall experience of NHS dental services - Very good
q45_2,Overall experience of NHS dental services - Fairly good
q45_3,Overall experience of NHS dental services - Neither good nor poor
q45_4,Overall experience of NHS dental services - Fairly poor
q45_5,Overall experience of NHS dental services - Very poor
q46base,Why haven’t you tried to get an NHS dental appointment in the last two years? - Total responses
q46_1,Why haven’t you tried to get an NHS dental appointment in the last two years? - I haven't needed to visit a dentist
q46_2,Why haven’t you tried to get an NHS dental appointment in the last two years? - I no longer have any natural teeth
q46_3,Why haven’t you tried to get an NHS dental appointment in the last two years? - I haven't had time to visit a dentist
q46_4,Why haven’t you tried to get an NHS dental appointment in the last two years? - I don't like going to the dentist
q46_5,Why haven’t you tried to get an NHS dental appointment in the last two years? - I didn't think I could get an NHS dentist
q46_6,Why haven’t you tried to get an NHS dental appointment in the last two years? - I'm on a waiting list for an NHS dentist
q46_7,Why haven’t you tried to get an NHS dental appointment in the last two years? - I stayed with my dentist when they changed from NHS to private
q46_8,Why haven’t you tried to get an NHS dental appointment in the last two years? - I prefer to go to a private dentist
q46_9,Why haven’t you tried to get an NHS dental appointment in the last two years? - NHS dental care is too expensive
q46_10,Why haven’t you tried to get an NHS dental appointment in the last two years? - Another reason
q47base,Gender - Total responses
q47_1,Gender - Male
q47_2,Gender - Female
Q48_Mergedbase,Age - Total responses
Q48_Merged_1,Age - Under 16
Q48_Merged_2,Age - 16 to 24
Q48_Merged_3,Age - 25 to 34
Q48_Merged_4,Age - 35 to 44
Q48_Merged_5,Age - 45 to 54
Q48_Merged_6,Age - 55 to 64
Q48_Merged_7,Age - 65 to 74
Q48_Merged_8,Age - 75 to 84
Q48_Merged_9,Age - 85 or over
q49base,Ethnic group - Total responses
q49_1,Ethnic group - White - English/Welsh/Scottish/Northern Irish/British
q49_2,Ethnic group - White - Irish
q49_3,Ethnic group - White - Gypsy or Irish Traveller
q49_4,Ethnic group - White - Any other White background
q49_5,Ethnic group - Mixed - White and Black Caribbean
q49_6,Ethnic group - Mixed - White and Black African
q49_7,Ethnic group - Mixed - White and Asian
q49_8,Ethnic group - Mixed - Any other Mixed/Multiple Ethnic background
q49_9,Ethnic group - Asian/Asian British - Indian
q49_10,Ethnic group - Asian/Asian British - Pakistani
q49_11,Ethnic group - Asian/Asian British - Bangladeshi
q49_12,Ethnic group - Asian/Asian British - Chinese
q49_13,Ethnic group - Asian/Asian British - Any other Asian background
q49_14,Ethnic group - Black/African/Caribbean/Black British - African
q49_15,Ethnic group - Black/African/Caribbean/Black British - Caribbean
q49_16,Ethnic group - Black/African/Caribbean/Black British - Any other Black/African/Caribbean background
q49_17,Ethnic group - Arab
q49_18,Ethnic group - Any other ethnic group
q50base,Working status - Total responses
q50_1,Working status - Full-time paid work (30 hours or more each week)
q50_2,Working status - Part-time paid work (under 30 hours each week)
q50_3,"Working status - Full-time education at school, college or university"
q50_4,Working status - Unemployed
q50_5,Working status - Permanently sick or disabled
q50_6,Working status - Fully retired from work
q50_7,Working status - Looking after the family or home
q50_8,Working status - Doing something else
q53base,Parent or legal guardian - Total responses
q53_1,Parent or legal guardian - Yes
q53_2,Parent or legal guardian - No
q56base,Look after/provide support to family etc. for physical or mental ill health/problems in old age - Total responses
q56_1,Look after/provide support to family etc. for physical or mental ill health/problems in old age - No
q56_2,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Yes, 1 to 9 hours a week"
q56_3,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Yes, 10 to 19 hours a week"
q56_4,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Yes, 20 to 34 hours a week"
q56_5,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Yes, 35 to 49 hours a week"
q56_6,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Yes, 50 or more hours a week"
Q56_123456base,Look after/provide support to family etc. for physical or mental ill health/problems in old age -  Base for summary result - Total responses
q56_23456,"Look after/provide support to family etc. for physical or mental ill health/problems in old age - Summary result - Yes (Combined all 'yes' responses, to be used with base for summary result)"
q54base,Deaf and use sign language - Total responses
q54_1,Deaf and use sign language - Yes
q54_2,Deaf and use sign language - No
q55base,Smoking habits - total responses
q55_1,Smoking habits - Never smoked
q55_2,Smoking habits - Former smoker
q55_3,Smoking habits - Occasional smoker
q55_4,Smoking habits - Regular smoker
q57base,Sexual orientation - Total responses
q57_1,Sexual orientation - Heterosexual or straight
q57_2,Sexual orientation - Gay / Lesbian
q57_3,Sexual orientation - Bisexual
q57_4,Sexual orientation - Other
q57_5,Sexual orientation - I would prefer not to say
q58base,Religion - Total responses
q58_1,Religion - No religion
q58_2,Religion - Buddhist
q58_3,Religion - Christian
q58_4,Religion - Hindu
q58_5,Religion - Jewish
q58_6,Religion - Muslim
q58_7,Religion - Sikh
q58_8,Religion - Other
q58_9,Religion - I would prefer not to say
Q3_1pct,Ease of getting through to someone at GP practice on the phone - % Very easy
Q3_2pct,Ease of getting through to someone at GP practice on the phone - % Fairly easy
Q3_3pct,Ease of getting through to someone at GP practice on the phone - % Not very easy
Q3_4pct,Ease of getting through to someone at GP practice on the phone - % Not at all easy
Q3_5pct,Ease of getting through to someone at GP practice on the phone - % Haven't tried
Q3_12pct,"Ease of getting through to someone at GP practice on the phone - % Summary result - Easy (Combined 'very easy' and 'fairly easy' responses, using base excluding 'haven't tried')"
Q4_1pct,Helpfulness of receptionists at GP practice - % Very helpful
Q4_2pct,Helpfulness of receptionists at GP practice - % Fairly helpful
Q4_3pct,Helpfulness of receptionists at GP practice - % Not very helpful
Q4_4pct,Helpfulness of receptionists at GP practice - % Not at all helpful
Q4_5pct,Helpfulness of receptionists at GP practice - % Don't know
Q4_12pct,"Helpfulness of receptionists at GP practice - % Summary result - Helpful (Combined 'very helpful' and 'fairly helpful' responses, using base excluding 'don't know')"
Q72_1pct,Method of booking general practice appointment in the past 12 months - % In person
Q72_2pct,Method of booking general practice appointment in the past 12 months  - % By phone
Q72_3pct,Method of booking general practice appointment in the past 12 months - % By automated telephone booking
Q72_4pct,Method of booking general practice appointment in the past 12 months - % Online including on an app
Q72_5pct,"Method of booking general practice appointment in the past 12 months - % Via another route, such as NHS 111"
Q72_6pct,Method of booking general practice appointment in the past 12 months - % Doesn’t apply / none of these
Q63_1pct,"As far as you know, which of the following online services does your GP practice offer? - % Booking appointments online"
Q63_2pct,"As far as you know, which of the following online services does your GP practice offer? - % Ordering repeat prescriptions online"
Q63_3pct,"As far as you know, which of the following online services does your GP practice offer? - % Accessing medical records online"
Q63_4pct,"As far as you know, which of the following online services does your GP practice offer? - % None of these"
Q63_5pct,"As far as you know, which of the following online services does your GP practice offer? - % Don't know"
Q64_1pct,Use of online services at GP practice in past 12 months - % Booking appointments online
Q64_2pct,Use of online services at GP practice in past 12 months - % Ordering repeat prescriptions online
Q64_3pct,Use of online services at GP practice in past 12 months - % Accessing medical records online
Q64_4pct,Use of online services at GP practice in past 12 months - % None of these
Q73_1pct,Ease of using your GP practice’s website to look for information or access services - % Very easy
Q73_2pct,Ease of using your GP practice’s website to look for information or access services - % Fairly easy
Q73_3pct,Ease of using your GP practice’s website to look for information or access services - % Not very easy
Q73_4pct,Ease of using your GP practice’s website to look for information or access services - % Not at all easy
Q73_5pct,Ease of using your GP practice’s website to look for information or access services - % Haven't tried
Q73_12pct,"Ease of using your GP practice’s website to look for information or access services - % Summary result - Easy (Combined 'very easy' and 'fairly easy', using base excluding 'haven't tried')"
Q74_1pct,Awareness of  general practice appointment times - % Before 8am on at least one weekday
Q74_2pct,Awareness of  general practice appointment times - % Weekdays between 8am and 6.30pm
Q74_3pct,Awareness of  general practice appointment times - % After 6.30pm on a weekday
Q74_4pct,Awareness of  general practice appointment times - % On a Saturday
Q74_5pct,Awareness of  general practice appointment times - % On a Sunday
Q74_6pct,Awareness of  general practice appointment times - % Don’t know
Q25_1pct,Satisfaction with general practice appointment times - % Very satisfied
Q25_2pct,Satisfaction with general practice appointment times - % Fairly satisfied
Q25_3pct,Satisfaction with general practice appointment times - % Neither satisfied nor dissatisfied
Q25_4pct,Satisfaction with general practice appointment times - % Fairly dissatisfied
Q25_5pct,Satisfaction with general practice appointment times  - % Very dissatisfied
Q25_6pct,Satisfaction with general practice appointment times - % I'm not sure when I can get an appointment
Q25_12pct,"Satisfaction with general practice appointment times  - % Summary result - Satisfied (Combined 'very satisfied' and 'fairly satisfied', using base excluding 'I'm not sure when I can get an appointment')"
Q8_1pct,Have a preferred GP - % Yes
Q8_4pct,"Have a preferred GP - % Yes, for some appointments but not others"
Q8_2pct,Have a preferred GP - % No
Q8_3pct,Have a preferred GP - % There is usually only one GP in my GP practice
Q8_14pct,"Have a preferred GP - % Summary result - Yes (Combined 'yes' and 'Yes, for some appointments but not others' responses, using base excluding 'there is usually only one GP in my GP practice')"
Q9_1pct,Frequency of seeing preferred GP - % Always or almost always
Q9_2pct,Frequency of seeing preferred GP - % A lot of the time
Q9_3pct,Frequency of seeing preferred GP - % Some of the time
Q9_4pct,Frequency of seeing preferred GP - % Never or almost never
Q9_5pct,Frequency of seeing preferred GP - % I have not tried
Q9_12pct,"Frequency of seeing preferred GP - % Summary result - Always, almost always or a lot of the time (combined 'always or almost always' and 'a lot of the time' responses, using base excluding 'I have not tried')"
Q75_1pct,"When last tried to make a general practice appointment, for self or for someone else? - % In the past 3 months"
Q75_2pct,"When last tried to make a general practice appointment, for self or for someone else? - % Between 3 and 6 months ago"
Q75_3pct,"When last tried to make a general practice appointment, for self or for someone else? - % Between 6 and 12 months ago"
Q75_4pct,"When last tried to make a general practice appointment, for self or for someone else? - % More than 12 months ago"
Q75_5pct,"When last tried to make a general practice appointment, for self or for someone else? - % Don’t know"
Q75_6pct,"When last tried to make a general practice appointment, for self or for someone else? - % I haven’t tried to make an appointment since being registered with my current GP practice"
Q75_12pct,"When last tried to make a general practice appointment, for self or for someone else? - % Summary result - In the past 6 months (Combined 'in the past 3 months' and 'between 3 and 6 months ago', using base excluding 'don't know')"
Q76_1pct,Who appointment was for - % Me
Q76_2pct,Who appointment was for - % A child under 16
Q76_3pct,Who appointment was for - % An adult aged 16 or over who I am a carer for
Q76_4pct,Who appointment was for - % Another adult aged 16 or over (including family members)
Q77_1pct,"Concern about health, or  health of the person making appointment for - % Very concerned"
Q77_2pct,"Concern about health, or  health of the person making appointment for - % Fairly concerned"
Q77_3pct,"Concern about health, or  health of the person making appointment for - % Not very concerned"
Q77_4pct,"Concern about health, or  health of the person making appointment for - % Not at all concerned"
Q77_5pct,"Concern about health, or  health of the person making appointment for - % Can’t remember"
Q77_12pct,"Concern about health, or  health of the person making appointment for - % Summary result - Concerned (Combined 'very concerned' and 'fairly concerned' responses, using base excluding 'can't remember')"
Q78_1pct,Actions taken before trying to get an appointment - % I looked for information online
Q78_2pct,Actions taken before trying to get an appointment - % Spoke to a pharmacist
Q78_3pct,Actions taken before trying to get an appointment - % Tried to treat myself / the person I was making this appointment for (for example with medication)
Q78_4pct,"Actions taken before trying to get an appointment - % Called an NHS helpline, such as NHS 111"
Q78_5pct,Actions taken before trying to get an appointment  - % Went to or contacted another NHS service
Q78_6pct,Actions taken before trying to get an appointment - % Asked for advice from a friend or family member
Q78_7pct,Actions taken before trying to get an appointment - % Tried to get information or advice elsewhere (from a non-NHS service)
Q78_8pct,Actions taken before trying to get an appointment - % I did not try to get information or advice
Q11_1pct,When would you have liked this appointment to be - % On the same day
Q11_2pct,When would you have liked this appointment to be - % On the next day
Q11_3pct,When would you have liked this appointment to be - % A few days later
Q11_4pct,When would you have liked this appointment to be  - % A week or more later
Q11_5pct,When would you have liked this appointment to be  - % I didn't have a specific day in mind
Q11_6pct,When would you have liked this appointment to be  - % Can't remember
Q79_1pct,"Whether offered a choice of appointment- % Yes, a choice of place"
Q79_2pct,"Whether offered a choice of appointment - % Yes, a choice of time or day"
Q79_3pct,"Whether offered a choice of appointment - % Yes, a choice of healthcare professional"
Q79_4pct,"Whether offered a choice of appointment - % No, I was not offered a choice of appointment"
Q79_5pct,Whether offered a choice of appointment - % Can’t remember
Q79_6pct,Whether offered a choice of appointment - % Doesn’t apply
Q79_123pct,"Whether offered a choice of appointment- % Summary result - Yes (Combined 'yes, a choice of place' 'yes, a choice of time or day' and 'yes, a choice of healthcare professional' responses, using base excluding 'can't remember' and 'doesn't apply')"
Q80_1pct,"Satisfaction with type of appointment offered - % Yes, and I accepted an appointment"
Q80_2pct,"Satisfaction with type of appointment offered - % No, but I still took an appointment"
Q80_3pct,"Satisfaction with type of appointment offered - % No, and I did not take an appointment"
Q80_12pct,"Satisfaction with type of appointment offered - % Accepted appointment (Combined 'yes, and I accepted an appointment' and 'no, but I still took an appointment' responses, using base for summary result)"
Q81_1pct,Reason for not taking appointments offered… - % There weren’t any appointments available for the time or day I wanted
Q81_2pct,Reason for not taking appointments offered… - % The appointment was at too short notice
Q81_3pct,Reason for not taking appointments offered… - % The appointment wasn’t soon enough
Q81_4pct,Reason for not taking appointments offered… - %  I couldn’t book ahead at my GP practice
Q81_5pct,Reason for not taking appointments offered… - % There weren’t any appointments at the place I wanted
Q81_6pct,Reason for not taking appointments offered… - % The appointment was too far away / too difficult to get to
Q81_7pct,Reason for not taking appointments offered… - % I couldn’t see my preferred GP
Q81_8pct,Reason for not taking appointments offered… - % There weren’t any appointments with the healthcare professional I wanted
Q81_9pct,Reason for not taking appointments offered… - % The type of appointment I wanted was not available
Q81_10pct,Reason for not taking appointments offered… - % Another reason
Q82_1pct,Action after not accepting appointment offered - % Got an appointment for a different day
Q82_2pct,"Action after not accepting appointment offered - % Called an NHS helpline, such as NHS 111"
Q82_3pct,Action after not accepting appointment offered - % Went to A&E
Q82_4pct,Action after not accepting appointment offered - % Spoke to a pharmacist
Q82_5pct,Action after not accepting appointment offered - % Went to or contacted another NHS service
Q82_6pct,Action after not accepting appointment offered - % Decided to contact my practice another time
Q82_7pct,Action after not accepting appointment offered - % Looked for information online
Q82_8pct,Action after not accepting appointment offered - % Spoke to a friend or family member
Q82_9pct,Action after not accepting appointment offered - % Didn’t see or speak to anyone
Q13_NEW_1pct,What type of appointment did you get - % To speak to someone on the phone
Q13_NEW_2pct,What type of appointment did you get - % To see someone at my GP practice
Q13_NEW_3pct,What type of appointment did you get - % To see someone at another general practice location
Q13_NEW_4pct,"What type of appointment did you get - % To speak to someone online, for example on a video call"
Q13_NEW_5pct,What type of appointment did you get - % For a home visit
Q14_1pct,How long until the appointment took place - % On the same day
Q14_2pct,How long until the appointment took place - % On the next day
Q14_3pct,How long until the appointment took place - % A few days later
Q14_4pct,How long until the appointment took place - % A week or more later
Q14_5pct,How long until the appointment took place - % Can't remember
Q18_1pct,Overall experience of making an appointment - % Very good
Q18_2pct,Overall experience of making an appointment - % Fairly good
Q18_3pct,Overall experience of making an appointment - % Neither good nor poor
Q18_4pct,Overall experience of making an appointment - % Fairly poor
Q18_5pct,Overall experience of making an appointment - % Very poor
Q18_12pct,"Overall experience of making an appointment - % Summary result - Good (Combined 'very good' and 'fairly good' responses, using base for summary result)"
Q83_1pct,When last general practice appointment - % In the past 3 months
Q83_2pct,When last general practice appointment - % Between 3 and 6 months ago
Q83_3pct,When last general practice appointment - % Between 6 and 12 months ago
Q83_4pct,When last general practice appointment - % More than 12 months ago
Q83_5pct,When last general practice appointment - % I haven’t had an appointment since being registered with my current GP practice
Q83_12pct,"When last general practice appointment - % Summary result - In the past 6 months (Combined 'in the past 3 months' and 'between 3 and 6 months ago' responses, using base for summary result)"
Q84_1pct,Who last general practice appointment with - % A GP
Q84_2pct,Who last general practice appointment with - % A nurse
Q84_3pct,Who last general practice appointment with - % A general practice pharmacist
Q84_4pct,Who last general practice appointment with - % A mental health professional
Q84_5pct,Who last general practice appointment with - % Another healthcare professional
Q84_6pct,Who last general practice appointment with - % Don’t know / not sure who I saw
Q85_1pct,How long after your appointment had to wait to see or speak to the healthcare professional - % 5 minutes or less
Q85_2pct,How long after your appointment had to wait to see or speak to the healthcare professional - % Between 5 and 15 minutes
Q85_3pct,How long after your appointment had to wait to see or speak to the healthcare professional - % 15 to 30 minutes
Q85_4pct,How long after your appointment had to wait to see or speak to the healthcare professional - % More than 30 minutes
Q85_5pct,How long after your appointment had to wait to see or speak to the healthcare professional - % I didn’t have an appointment at a set time
Q85_6pct,How long after your appointment had to wait to see or speak to the healthcare professional - % Can’t remember
Q85_12pct,"How long after your appointment had to wait to see or speak to the healthcare professional - % Summary result - Within 15 minutes or less (Combined '5 minutes or less' and 'between 5 and 15 minutes' responses, using base excluding 'I didn't have an appointment at a set time', and  'can't remember')"
Q86a_1pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Very good"
Q86a_2pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Good"
Q86a_3pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Neither good nor poor"
Q86a_4pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Poor"
Q86a_5pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Very poor"
Q86a_6pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Doesn't apply"
Q86a_12pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Giving you enough time - % Summary result - Good (Combined 'very good' and 'good' responses, using base excluding 'doesn't apply')"
Q86b_1pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Very good"
Q86b_2pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Good"
Q86b_3pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Neither good nor poor"
Q86b_4pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Poor"
Q86b_5pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Very poor"
Q86b_6pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Doesn't apply"
Q86b_12pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Listening to you - % Summary result - Good (Combined 'very good' and 'good' responses, using base excluding 'doesn't apply')"
Q86e_1pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Very good"
Q86e_2pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Good"
Q86e_3pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Neither good nor poor"
Q86e_4pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Poor"
Q86e_5pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Very poor"
Q86e_6pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Doesn't apply"
Q86e_12pct,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - % Summary result - Good (Combined 'very good' and 'good' responses, using base excluding 'doesn't apply')"
Q87_1pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % Yes, definitely"
Q87_2pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % Yes, to some extent"
Q87_3pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % No, not at all"
Q87_4pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % I did not have any mental health needs"
Q87_5pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % Did not apply to my last appointment"
Q87_12pct,"During your last general practice appointment, did you feel that the healthcare professional recognised and/or understood any mental health needs that you might have had? - % Summary result - Yes (Combined 'yes, definitely' and 'Yes, to some extent' responses, using base excluding 'I did not have any mental health needs' and 'did not apply to my last appointment')"
Q88_1pct,"During your last general practice appointment, were you involved as much as you wanted to be in decisions about your care and treatment? - % Yes, definitely"
Q88_2pct,"During your last general practice appointment, were you involved as much as you wanted to be in decisions about your care and treatment? - % Yes, to some extent"
Q88_3pct,"During your last general practice appointment, were you involved as much as you wanted to be in decisions about your care and treatment? - % No, not at all"
Q88_4pct,"During your last general practice appointment, were you involved as much as you wanted to be in decisions about your care and treatment? - % Don’t know / doesn’t apply"
Q88_12pct,"During your last general practice appointment, were you involved as much as you wanted to be in decisions about your care and treatment? - % Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses, using base excluding  'don't know / doesn't apply')"
Q89_1pct,"During your last general practice appointment, did you have confidence and trust in the healthcare professional you saw or spoke to? - % Yes, definitely"
Q89_2pct,"During your last general practice appointment, did you have confidence and trust in the healthcare professional you saw or spoke to? - % Yes, to some extent"
Q89_3pct,"During your last general practice appointment, did you have confidence and trust in the healthcare professional you saw or spoke to? - % No, not at all"
Q89_4pct,"During your last general practice appointment, did you have confidence and trust in the healthcare professional you saw or spoke to? - % Don’t know / can’t say"
Q89_12pct,"During your last general practice appointment, did you have confidence and trust in the healthcare professional you saw or spoke to? - % Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses, using base excluding  'don't know / can't say')"
Q90_1pct,"Thinking about the reason for your last general practice appointment, were your needs met? - % Yes, definitely"
Q90_2pct,"Thinking about the reason for your last general practice appointment, were your needs met? - % Yes, to some extent"
Q90_3pct,"Thinking about the reason for your last general practice appointment, were your needs met? - % No, not at all"
Q90_4pct,"Thinking about the reason for your last general practice appointment, were your needs met? - % Don’t know / can’t say"
Q90_12pct,"Thinking about the reason for your last general practice appointment, were your needs met? - % Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses, using base excluding 'don't know / can't say')"
Q28_1pct,Overall experience of GP practice - % Very good
Q28_2pct,Overall experience of GP practice - % Fairly good
Q28_3pct,Overall experience of GP practice - % Neither good nor poor
Q28_4pct,Overall experience of GP practice - % Fairly poor
Q28_5pct,Overall experience of GP practice - % Very poor
Q28_12pct,"Overall experience of GP practice - % Summary result - Good (Combined 'very good' and 'fairly good' responses, using base for summary result)"
Q91_1pct,"Health experiences over the last 12 months - % Problems with your physical mobility, for example, difficulty getting about your home"
Q91_2pct,Health experiences over the last 12 months - % Two or more falls that have needed medical attention
Q91_3pct,Health experiences over the last 12 months - % Feeling isolated from others
Q91_4pct,Health experiences over the last 12 months - % None of these
Q92_1pct,Take 5 or more medications on a regular basis - % Yes
Q92_2pct,Take 5 or more medications on a regular basis - % No
Q30_recoded_1pct,Long-term health condition - % Yes
Q30_recoded_2pct,Long-term health condition - % No
Q30_recoded_3pct,Long-term health condition - % Don't know / can't say
Q30_recoded_4pct,Long-term health condition - % I would prefer not to say
Q30_recoded_124_1pct,"Long-term health condition - % Summary result - Yes (Total 'yes' responses, using base excluding 'don't know')"
Q31_1pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Alzheimer's disease or other cause of dementia"
Q31_3pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Arthritis or ongoing problem with back and joints"
Q31_5pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Blindness or patial sight"
Q31_4pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A breathing condition such as asthma or COPD"
Q31_6pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Cancer (diagnosis or treatment in the last 5 years)"
Q31_7pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Deafness or hearing loss"
Q31_18pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A developmental disability, such as autism or ADHD"
Q31_8pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Diabetes"
Q31_2pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A heart condition, such as angina or atrial fibrillation"
Q31_10pct,"Long-term physical or mental health conditions, disabilities or illnesses - % High blood pressure"
Q31_11pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Kidney or liver disease"
Q31_19pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A learning disability"
Q31_14pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A mental health condition"
Q31_15pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A neurological condition, such as epilespsy"
Q31_20pct,"Long-term physical or mental health conditions, disabilities or illnesses - % A stroke (which affects your day-to-day life)"
Q31_16pct,"Long-term physical or mental health conditions, disabilities or illnesses - % Another long-term condition or disability"
Q31_17pct,"Long-term physical or mental health conditions, disabilities or illnesses - % I do not have any long-term conditions"
Q93_1pct,"Conditions reduce your ability to carry out your day-to-day activities - % Yes, a lot"
Q93_2pct,"Conditions reduce your ability to carry out your day-to-day activities - % Yes, a little"
Q93_3pct,"Conditions reduce your ability to carry out your day-to-day activities - % No, not at all"
Q93_12pct,"Conditions reduce your ability to carry out your day-to-day activities - % Summary result - Yes (Combined 'yes, a lot' and 'yes, a little' responses, using base for summary result)"
Q94_1pct,Confidence can manage any issues arising from your condition (or conditions) - % Very confident
Q94_2pct,Confidence can manage any issues arising from your condition (or conditions) - % Fairly confident
